189578 getPopulationofCountry French Guiana Zone:4 (turnaround time: 188 ms, execution time: 89 ms, waiting time: 99, processed by server 4)
6275101 getPopulationofCountry Guatemala Zone:2 (turnaround time: 185 ms, execution time: 93 ms, waiting time: 92, processed by server 2)
6275101 getPopulationofCountry Guatemala Zone:2 (turnaround time: 186 ms, execution time: 91 ms, waiting time: 95, processed by server 2)
361020 getPopulationofCountry Comoros Zone:4 (turnaround time: 184 ms, execution time: 90 ms, waiting time: 94, processed by server 4)
3226299 getPopulationofCountry Honduras Zone:2 (turnaround time: 188 ms, execution time: 93 ms, waiting time: 95, processed by server 2)
3226299 getPopulationofCountry Honduras Zone:2 (turnaround time: 186 ms, execution time: 93 ms, waiting time: 93, processed by server 2)
3226299 getPopulationofCountry Honduras Zone:2 (turnaround time: 185 ms, execution time: 93 ms, waiting time: 92, processed by server 2)
130745096 getPopulationofCountry Brazil Zone:3 (turnaround time: 183 ms, execution time: 90 ms, waiting time: 93, processed by server 3)
20667549 getPopulationofCountry Peru Zone:5 (turnaround time: 186 ms, execution time: 89 ms, waiting time: 97, processed by server 5)
20667549 getPopulationofCountry Peru Zone:5 (turnaround time: 185 ms, execution time: 93 ms, waiting time: 92, processed by server 5)
1873246 getPopulationofCountry Tajikistan Zone:3 (turnaround time: 186 ms, execution time: 92 ms, waiting time: 94, processed by server 3)
28162125 getPopulationofCountry Poland Zone:4 (turnaround time: 187 ms, execution time: 93 ms, waiting time: 94, processed by server 4)
1565638 getPopulationofCountry Togo Zone:5 (turnaround time: 186 ms, execution time: 94 ms, waiting time: 92, processed by server 5)
20667549 getPopulationofCountry Peru Zone:2 (turnaround time: 187 ms, execution time: 93 ms, waiting time: 94, processed by server 2)
20667549 getPopulationofCountry Peru Zone:2 (turnaround time: 186 ms, execution time: 92 ms, waiting time: 94, processed by server 2)
20667549 getPopulationofCountry Peru Zone:2 (turnaround time: 185 ms, execution time: 92 ms, waiting time: 93, processed by server 2)
20667549 getPopulationofCountry Peru Zone:2 (turnaround time: 187 ms, execution time: 92 ms, waiting time: 95, processed by server 2)
369776 getPopulationofCountry Guyana Zone:2 (turnaround time: 187 ms, execution time: 94 ms, waiting time: 93, processed by server 2)
374575 getPopulationofCountry Guadeloupe Zone:5 (turnaround time: 188 ms, execution time: 93 ms, waiting time: 95, processed by server 5)
374575 getPopulationofCountry Guadeloupe Zone:3 (turnaround time: 185 ms, execution time: 91 ms, waiting time: 94, processed by server 3)
3939407 getPopulationofCountry Nepal Zone:4 (turnaround time: 182 ms, execution time: 91 ms, waiting time: 91, processed by server 4)
3939407 getPopulationofCountry Nepal Zone:4 (turnaround time: 187 ms, execution time: 87 ms, waiting time: 100, processed by server 4)
95951597 getPopulationofCountry Japan Zone:3 (turnaround time: 185 ms, execution time: 92 ms, waiting time: 93, processed by server 3)
6275101 getPopulationofCountry Guatemala Zone:3 (turnaround time: 187 ms, execution time: 93 ms, waiting time: 94, processed by server 3)
6275101 getPopulationofCountry Guatemala Zone:3 (turnaround time: 182 ms, execution time: 91 ms, waiting time: 91, processed by server 3)
6275101 getPopulationofCountry Guatemala Zone:3 (turnaround time: 185 ms, execution time: 93 ms, waiting time: 92, processed by server 3)
1873246 getPopulationofCountry Tajikistan Zone:1 (turnaround time: 186 ms, execution time: 92 ms, waiting time: 94, processed by server 1)
15142000 getPopulationofCountry Belgium Zone:5 (turnaround time: 183 ms, execution time: 91 ms, waiting time: 92, processed by server 5)
15142000 getPopulationofCountry Belgium Zone:5 (turnaround time: 184 ms, execution time: 94 ms, waiting time: 90, processed by server 5)
15142000 getPopulationofCountry Belgium Zone:4 (turnaround time: 187 ms, execution time: 93 ms, waiting time: 94, processed by server 4)
20667549 getPopulationofCountry Peru Zone:5 (turnaround time: 186 ms, execution time: 93 ms, waiting time: 93, processed by server 5)
30376 getPopulationofCountry Palau Zone:3 (turnaround time: 183 ms, execution time: 92 ms, waiting time: 91, processed by server 3)
361020 getPopulationofCountry Comoros Zone:5 (turnaround time: 184 ms, execution time: 92 ms, waiting time: 92, processed by server 5)
361020 getPopulationofCountry Comoros Zone:5 (turnaround time: 186 ms, execution time: 93 ms, waiting time: 93, processed by server 5)
361020 getPopulationofCountry Comoros Zone:5 (turnaround time: 184 ms, execution time: 92 ms, waiting time: 92, processed by server 5)
361020 getPopulationofCountry Comoros Zone:5 (turnaround time: 185 ms, execution time: 91 ms, waiting time: 94, processed by server 5)
233433 getPopulationofCountry Bhutan Zone:1 (turnaround time: 183 ms, execution time: 92 ms, waiting time: 91, processed by server 1)
48029 getPopulationofCountry Seychelles Zone:1 (turnaround time: 186 ms, execution time: 93 ms, waiting time: 93, processed by server 1)
4797337 getPopulationofCountry Serbia Zone:2 (turnaround time: 183 ms, execution time: 92 ms, waiting time: 91, processed by server 2)
48029 getPopulationofCountry Seychelles Zone:4 (turnaround time: 184 ms, execution time: 90 ms, waiting time: 94, processed by server 4)
48029 getPopulationofCountry Seychelles Zone:4 (turnaround time: 183 ms, execution time: 91 ms, waiting time: 92, processed by server 4)
3226299 getPopulationofCountry Honduras Zone:1 (turnaround time: 187 ms, execution time: 93 ms, waiting time: 94, processed by server 1)
4797337 getPopulationofCountry Serbia Zone:5 (turnaround time: 184 ms, execution time: 92 ms, waiting time: 92, processed by server 5)
4797337 getPopulationofCountry Serbia Zone:5 (turnaround time: 187 ms, execution time: 93 ms, waiting time: 94, processed by server 5)
4797337 getPopulationofCountry Serbia Zone:5 (turnaround time: 183 ms, execution time: 92 ms, waiting time: 91, processed by server 5)
3226299 getPopulationofCountry Honduras Zone:2 (turnaround time: 183 ms, execution time: 92 ms, waiting time: 91, processed by server 2)
22244641 getPopulationofCountry Romania Zone:4 (turnaround time: 275 ms, execution time: 91 ms, waiting time: 184, processed by server 5)
22244641 getPopulationofCountry Romania Zone:4 (turnaround time: 262 ms, execution time: 92 ms, waiting time: 170, processed by server 5)
357957 getPopulationofCountry Bahamas Zone:4 (turnaround time: 264 ms, execution time: 92 ms, waiting time: 172, processed by server 5)
4722032 getPopulationofCountry Guinea Zone:1 (turnaround time: 185 ms, execution time: 92 ms, waiting time: 93, processed by server 1)
4896738 getPopulationofCountry Tunisia Zone:3 (turnaround time: 186 ms, execution time: 94 ms, waiting time: 92, processed by server 3)
20667549 getPopulationofCountry Peru Zone:1 (turnaround time: 185 ms, execution time: 92 ms, waiting time: 93, processed by server 1)
20667549 getPopulationofCountry Peru Zone:1 (turnaround time: 188 ms, execution time: 93 ms, waiting time: 95, processed by server 1)
20667549 getPopulationofCountry Peru Zone:1 (turnaround time: 184 ms, execution time: 92 ms, waiting time: 92, processed by server 1)
20667549 getPopulationofCountry Peru Zone:1 (turnaround time: 187 ms, execution time: 92 ms, waiting time: 95, processed by server 1)
1070 getPopulationofCountry Tokelau Zone:3 (turnaround time: 185 ms, execution time: 92 ms, waiting time: 93, processed by server 3)
189578 getPopulationofCountry French Guiana Zone:3 (turnaround time: 183 ms, execution time: 91 ms, waiting time: 92, processed by server 3)
183952128 getPopulationofCountry United States Zone:1 (turnaround time: 187 ms, execution time: 92 ms, waiting time: 95, processed by server 1)
53444559 getPopulationofCountry Pakistan Zone:1 (turnaround time: 184 ms, execution time: 92 ms, waiting time: 92, processed by server 1)
53444559 getPopulationofCountry Pakistan Zone:1 (turnaround time: 186 ms, execution time: 91 ms, waiting time: 95, processed by server 1)
1565638 getPopulationofCountry Togo Zone:4 (turnaround time: 276 ms, execution time: 92 ms, waiting time: 184, processed by server 5)
316458 getPopulationofCountry Suriname Zone:1 (turnaround time: 184 ms, execution time: 92 ms, waiting time: 92, processed by server 1)
316458 getPopulationofCountry Suriname Zone:1 (turnaround time: 280 ms, execution time: 95 ms, waiting time: 185, processed by server 2)
316458 getPopulationofCountry Suriname Zone:1 (turnaround time: 278 ms, execution time: 93 ms, waiting time: 185, processed by server 2)
276340 getPopulationofCountry Swaziland Zone:4 (turnaround time: 278 ms, execution time: 94 ms, waiting time: 184, processed by server 5)
316458 getPopulationofCountry Suriname Zone:5 (turnaround time: 187 ms, execution time: 93 ms, waiting time: 94, processed by server 5)
316458 getPopulationofCountry Suriname Zone:5 (turnaround time: 186 ms, execution time: 92 ms, waiting time: 94, processed by server 5)
130745096 getPopulationofCountry Brazil Zone:5 (turnaround time: 187 ms, execution time: 95 ms, waiting time: 92, processed by server 5)
233433 getPopulationofCountry Bhutan Zone:3 (turnaround time: 183 ms, execution time: 91 ms, waiting time: 92, processed by server 3)
16212029 getPopulationofCountry Thailand Zone:1 (turnaround time: 278 ms, execution time: 93 ms, waiting time: 185, processed by server 2)
7089788 getPopulationofCountry Belarus Zone:2 (turnaround time: 185 ms, execution time: 91 ms, waiting time: 94, processed by server 2)
7089788 getPopulationofCountry Belarus Zone:2 (turnaround time: 185 ms, execution time: 92 ms, waiting time: 93, processed by server 2)
7089788 getPopulationofCountry Belarus Zone:2 (turnaround time: 185 ms, execution time: 91 ms, waiting time: 94, processed by server 2)
7089788 getPopulationofCountry Belarus Zone:2 (turnaround time: 185 ms, execution time: 92 ms, waiting time: 93, processed by server 2)
233433 getPopulationofCountry Bhutan Zone:1 (turnaround time: 269 ms, execution time: 94 ms, waiting time: 175, processed by server 3)
62864801 getPopulationofCountry Turkey Zone:4 (turnaround time: 262 ms, execution time: 90 ms, waiting time: 172, processed by server 5)
8434068 getPopulationofCountry Greece Zone:2 (turnaround time: 278 ms, execution time: 93 ms, waiting time: 185, processed by server 3)
2972660 getPopulationofCountry Slovakia Zone:3 (turnaround time: 183 ms, execution time: 91 ms, waiting time: 92, processed by server 3)
2972660 getPopulationofCountry Slovakia Zone:3 (turnaround time: 186 ms, execution time: 92 ms, waiting time: 94, processed by server 3)
7301292 getPopulationofCountry Switzerland Zone:3 (turnaround time: 184 ms, execution time: 92 ms, waiting time: 92, processed by server 3)
2972660 getPopulationofCountry Slovakia Zone:2 (turnaround time: 262 ms, execution time: 92 ms, waiting time: 170, processed by server 3)
2972660 getPopulationofCountry Slovakia Zone:2 (turnaround time: 263 ms, execution time: 90 ms, waiting time: 173, processed by server 3)
2972660 getPopulationofCountry Slovakia Zone:2 (turnaround time: 265 ms, execution time: 93 ms, waiting time: 172, processed by server 3)
7515477 getPopulationofCountry Kenya Zone:1 (turnaround time: 263 ms, execution time: 92 ms, waiting time: 171, processed by server 3)
6275101 getPopulationofCountry Guatemala Zone:4 (turnaround time: 265 ms, execution time: 93 ms, waiting time: 172, processed by server 5)
6275101 getPopulationofCountry Guatemala Zone:4 (turnaround time: 280 ms, execution time: 95 ms, waiting time: 185, processed by server 5)
718740 getPopulationofCountry Gambia Zone:1 (turnaround time: 279 ms, execution time: 94 ms, waiting time: 185, processed by server 3)
22244641 getPopulationofCountry Romania Zone:4 (turnaround time: 261 ms, execution time: 89 ms, waiting time: 172, processed by server 5)
4797337 getPopulationofCountry Serbia Zone:3 (turnaround time: 188 ms, execution time: 95 ms, waiting time: 93, processed by server 3)
316458 getPopulationofCountry Suriname Zone:4 (turnaround time: 275 ms, execution time: 90 ms, waiting time: 185, processed by server 5)
316458 getPopulationofCountry Suriname Zone:4 (turnaround time: 265 ms, execution time: 94 ms, waiting time: 171, processed by server 5)
316458 getPopulationofCountry Suriname Zone:4 (turnaround time: 275 ms, execution time: 90 ms, waiting time: 185, processed by server 5)
